# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "reference/annot.gtf" "-o" "counts/counts.txt" "-p" "-B" "-C" "-s" "2" "-T" "4" "alignment/WT_1A.sorted.bam" "alignment/WT_1B.sorted.bam" "alignment/WT_1C.sorted.bam" "alignment/WT_2A.sorted.bam" "alignment/WT_2B.sorted.bam" "alignment/WT_2C.sorted.bam" "alignment/WT_3A.sorted.bam" "alignment/WT_3B.sorted.bam" "alignment/WT_3C.sorted.bam" "alignment/WT_4A.sorted.bam" "alignment/WT_4B.sorted.bam" "alignment/WT_4C.sorted.bam" "alignment/rrp6_1A.sorted.bam" "alignment/rrp6_1B.sorted.bam" "alignment/rrp6_1C.sorted.bam" "alignment/rrp6_2A.sorted.bam" "alignment/rrp6_2B.sorted.bam" "alignment/rrp6_2C.sorted.bam" "alignment/rrp6_3A.sorted.bam" "alignment/rrp6_3B.sorted.bam" "alignment/rrp6_3C.sorted.bam" "alignment/rrp6_4A.sorted.bam" "alignment/rrp6_4B.sorted.bam" "alignment/rrp6_4C.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment/WT_1A.sorted.bam	alignment/WT_1B.sorted.bam	alignment/WT_1C.sorted.bam	alignment/WT_2A.sorted.bam	alignment/WT_2B.sorted.bam	alignment/WT_2C.sorted.bam	alignment/WT_3A.sorted.bam	alignment/WT_3B.sorted.bam	alignment/WT_3C.sorted.bam	alignment/WT_4A.sorted.bam	alignment/WT_4B.sorted.bam	alignment/WT_4C.sorted.bam	alignment/rrp6_1A.sorted.bam	alignment/rrp6_1B.sorted.bam	alignment/rrp6_1C.sorted.bam	alignment/rrp6_2A.sorted.bam	alignment/rrp6_2B.sorted.bam	alignment/rrp6_2C.sorted.bam	alignment/rrp6_3A.sorted.bam	alignment/rrp6_3B.sorted.bam	alignment/rrp6_3C.sorted.bam	alignment/rrp6_4A.sorted.bam	alignment/rrp6_4B.sorted.bam	alignment/rrp6_4C.sorted.bam
YGR241C	VII	974875	976581	-	1707	959	1158	1135	1172	1296	1296	949	1050	1044	1284	1295	1431	1177	1233	1209	1300	1286	1401	1039	1151	1086	1423	1463	1602
YGR127W	VII	746798	747736	+	939	336	339	394	492	554	600	634	670	714	609	661	635	403	411	432	776	868	852	740	836	788	884	974	916
YGL219C	VII	82878	84257	-	1380	990	1210	1198	1285	1362	1364	1184	1349	1393	1530	1697	1651	770	935	957	1005	1192	1191	990	1034	1009	1068	1259	1300
YGL061C	VII	388968	389711	-	744	303	352	372	256	308	354	319	338	314	347	369	352	248	245	233	249	242	260	209	233	180	257	289	314
YGR083C	VII	644860	646815	-	1956	3042	3459	3309	2619	2936	2990	2550	2606	2663	3108	3447	3430	2677	3050	2970	2476	2730	2722	2218	2320	2314	2891	2984	3173
YGL038C	VII	425362	426804	-	1443	2234	2324	2415	2224	2369	2563	2272	2335	2536	2549	2713	2723	1562	1628	1677	1852	1949	2062	1815	1984	2121	2006	2117	2301
YGL047W	VII	411552	412160	+	609	214	209	193	309	267	337	361	415	444	418	506	493	180	168	211	312	327	390	377	343	453	347	478	475
YGR244C	VII	978036	979319	-	1284	1183	1345	1468	2036	2036	2021	2164	2336	2308	2923	3325	3262	826	903	934	1524	1587	1693	1640	1781	1970	1849	1913	1960
YGR289C	VII	1073963	1075813	-	1851	207	227	250	321	373	339	383	384	444	420	441	442	188	214	226	335	384	430	432	474	441	495	563	508
YGL089C	VII	344791	345153	-	363	15	8	29	19	13	31	14	14	21	14	38	28	12	19	21	23	39	35	32	29	9	25	36	27
YGL180W	VII	160065	162758	+	2694	690	829	819	1216	1241	1229	968	1037	1139	1392	1362	1466	808	924	896	1401	1559	1477	1375	1358	1371	1553	1631	1613
YGR146C	VII	784223	784858	-	636	2129	2365	2399	1742	1827	2021	1888	2130	2192	2840	2973	2879	1475	1630	1640	2084	2098	2239	1785	1942	1914	2315	2460	2546
YGL149W	VII	225572	225877	+	306	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	2	3	4	1	1	0	0	3
YGL242C	VII	44652	45197	-	546	455	422	417	510	557	632	623	584	602	687	781	770	336	320	366	481	492	494	406	452	454	474	553	525
YGR106C	VII	698989	699786	-	798	5743	6129	6443	5321	5573	5614	6128	6547	6502	6405	6849	6992	4609	4982	5023	5294	5592	5509	5540	5761	5926	5694	5983	5985
YGR004W	VII	502938	504326	+	1389	615	763	777	587	583	505	511	636	630	625	605	667	630	683	666	562	624	598	622	650	650	606	634	658
YGR209C	VII	912913	913227	-	315	3737	3963	3992	3504	3872	4009	4285	4615	4527	4685	5160	5101	2982	3317	3338	3266	3614	3892	3446	3690	3769	3806	3827	3931
YGR052W	VII	593596	594705	+	1110	59	41	42	194	213	224	131	132	136	100	122	107	42	46	56	255	323	334	210	206	238	219	169	198
YGR158C	VII	805269	806021	-	753	1226	1397	1395	825	975	918	896	975	942	895	1084	987	892	1120	1124	735	807	795	777	813	935	790	1041	1004
YGR003W	VII	500132	502366	+	2235	718	791	752	620	747	777	670	708	710	805	864	821	657	726	746	665	650	687	607	636	679	652	797	714
YGR219W	VII	936035	936376	+	342	1	2	2	1	6	4	0	0	3	3	3	3	9	2	2	3	6	3	0	2	0	1	6	3
YGL247W	VII	36933	37526	+	594	281	341	276	288	266	283	282	358	308	327	341	373	426	491	517	429	447	471	485	434	450	459	472	532
YGR170W	VII	837142	840558	+	3417	1277	1397	1439	1498	1698	1677	1437	1489	1560	1859	2115	2043	1103	1315	1182	1499	1547	1557	1064	1250	1226	1534	1703	1643
YGR246C	VII	982482	984272	-	1791	880	1024	999	840	973	929	1114	1200	1271	1293	1476	1500	939	995	949	902	1063	1048	949	1058	1056	1208	1263	1151
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	23	22	15	25	23	42	23	26	38	16	14	18	65	90	49	86	80	88	57	74	97	68	93	85
YGR160W	VII	807073	807684	+	612	4	2	15	17	23	16	4	4	6	3	2	5	7	2	2	2	7	6	2	4	3	2	2	0
YGR204C-A	VII	909061	909174	-	114	0	4	4	2	2	8	5	1	6	1	5	3	6	13	4	13	12	17	18	20	21	12	13	15
YGR039W	VII	574888	575199	+	312	41	68	57	45	52	75	66	35	46	46	64	58	85	123	108	82	90	97	109	130	122	108	106	89
YGL059W	VII	392223	393698	+	1476	441	537	495	598	703	653	766	883	880	971	953	1076	269	289	315	547	697	697	632	751	758	775	755	775
YGL123W	VII	277617	278381	+	765	62282	68094	70361	61561	66063	67085	56440	59538	60269	57467	61676	62441	46790	50413	51022	55139	60010	61136	53376	56825	57533	59937	64400	64449
YGL099W	VII	314631	316553	+	1923	3361	3663	3603	3219	3464	3310	2766	2844	2853	3185	3361	3556	3345	3369	3676	2874	2888	3234	2580	2862	2767	3370	3467	3607
YGR102C	VII	694584	695135	-	552	194	215	182	192	239	197	211	177	231	242	274	267	144	169	155	184	170	197	166	144	137	177	154	205
YGL233W	VII	59122	61854	+	2733	2291	2315	2500	2134	2493	2392	2297	2413	2461	2554	2789	2844	1888	2108	2124	1989	2098	2271	2272	2336	2443	2305	2449	2498
YGL072C	VII	371003	371362	-	360	60	85	80	84	96	76	94	92	57	69	86	76	111	132	139	110	142	142	84	129	125	122	145	116
YGL056C	VII	396035	397618	-	1584	1408	1574	1494	1161	1396	1413	1230	1207	1267	1468	1566	1577	1151	1143	1146	1072	1207	1162	916	982	1069	1297	1188	1274
YGR104C	VII	697445	698368	-	924	433	509	480	400	405	398	504	438	480	498	637	584	478	435	473	439	497	468	532	528	538	576	633	552
YGR240C	VII	970771	973734	-	2964	19128	20915	21454	24953	26843	27633	15765	17092	17688	21363	23150	23545	15602	16607	17416	20595	21885	22400	14860	15096	16206	22547	23983	24355
YGR243W	VII	977336	977776	+	441	89	141	132	360	410	406	453	430	582	498	459	471	164	165	227	445	395	369	396	459	499	519	555	580
YGR275W	VII	1043276	1043749	+	474	423	595	573	419	507	499	619	560	623	556	626	585	471	556	556	537	524	543	472	538	435	505	523	602
YGL088W	VII	345836	346201	+	366	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1
YGR020C	VII	526973	527329	-	357	2886	3126	3307	3293	3411	3480	2915	3396	3316	3300	3372	3468	2337	2649	2707	3131	3398	3483	2901	3175	3296	3291	3609	3724
YGR100W	VII	690245	693097	+	2853	1591	1764	1735	1879	2115	2109	2007	2126	1986	2645	2679	2880	1006	1294	1314	1674	1806	1881	1487	1557	1702	1767	2004	2071
YGR231C	VII	952548	953480	-	933	1537	1670	1753	2030	2022	2174	2325	2444	2552	3010	3119	3116	1237	1365	1438	1884	1822	2065	1809	1790	1798	2001	2024	2108
YGR215W	VII	922175	922507	+	333	441	458	479	402	434	402	513	523	553	668	657	684	309	359	309	296	298	361	272	297	310	282	320	304
YGR018C	VII	524365	524694	-	330	5	12	5	6	12	11	18	23	25	10	10	16	64	63	48	86	110	118	105	101	111	76	133	104
YGL152C	VII	216692	217369	-	678	4	2	10	7	7	6	4	6	7	6	10	5	183	216	212	124	182	189	151	148	159	164	153	144
YGL212W	VII	91432	92382	+	951	160	170	220	237	191	227	206	256	194	263	290	279	146	196	174	178	201	200	122	162	149	191	206	245
YGL066W	VII	377609	379582	+	1974	621	568	648	663	661	726	522	559	613	785	939	804	446	545	523	587	596	610	479	461	475	583	581	618
YGL060W	VII	390065	391990	+	1926	938	1053	1068	960	1036	1112	990	1026	1061	1213	1373	1312	972	1044	1067	1046	1179	1130	987	1220	1096	1177	1287	1341
YGL185C	VII	153167	154306	-	1140	212	247	216	297	329	311	330	364	392	397	433	455	131	161	170	249	242	309	266	289	279	279	287	356
YGR145W	VII	781767	783890	+	2124	2608	2947	2812	1954	2063	2254	1601	1832	1789	2118	2317	2422	2698	2890	2900	1866	2003	2017	1612	1692	1816	2103	2291	2330
YGL011C	VII	474489	475247	-	759	2765	3170	2985	3223	3575	3572	3516	3732	3841	4261	4486	4598	2475	2576	2622	2918	3278	3308	3008	3242	3409	3375	3824	3759
YGR147C	VII	786054	786920	-	867	1819	1943	1978	1623	1695	1712	1756	1765	1987	1989	2210	2245	1413	1484	1561	1401	1529	1573	1481	1766	1770	1559	1719	1645
YGR036C	VII	558149	558868	-	720	588	535	628	453	472	463	505	579	597	553	569	532	540	587	644	436	404	439	504	568	559	406	437	468
YGL122C	VII	278946	280523	-	1578	2638	2962	2897	2905	3099	3164	2770	3033	2966	3273	3573	3719	4353	4811	4889	5424	5661	5940	5161	5504	5526	6228	6578	6966
YGL261C	VII	6290	6652	-	363	26	24	27	14	19	9	21	23	34	138	156	149	4	6	3	4	2	7	9	1	4	4	8	6
YGL041C	VII	419022	419225	-	204	8	9	5	3	10	5	5	9	12	6	6	9	4	12	10	6	7	16	17	15	22	13	17	9
YGR099W	VII	687899	689965	+	2067	472	492	583	492	612	584	479	517	516	630	672	729	387	418	433	408	438	476	397	357	423	519	551	546
YGR046W	VII	584895	586052	+	1158	1067	1164	1208	1097	1209	1298	1239	1365	1340	1384	1479	1597	918	887	995	1083	1215	1194	1258	1464	1484	1396	1340	1380
YGL188C-A	VII	148824	148964	-	141	61	99	117	63	116	95	55	95	75	42	48	46	109	125	146	107	109	116	87	74	89	77	76	69
YGR216C	VII	922633	924462	-	1830	773	836	874	768	837	899	827	803	818	897	860	894	720	800	814	651	783	758	778	828	802	791	890	971
tG(UCC)G	VII	779616	779687	+	72	0	1	0	0	3	2	1	2	0	0	0	0	5	2	4	1	2	2	3	2	2	3	0	0
YGR047C	VII	586392	589469	-	3078	1078	1217	1216	1185	1330	1279	1165	1084	1197	1307	1494	1474	888	945	1023	1014	1030	1076	771	900	920	935	1123	1100
YGR238C	VII	966039	968687	-	2649	436	457	434	510	555	512	407	402	410	534	570	537	266	301	270	382	366	359	266	315	276	433	409	385
YGR282C	VII	1057783	1058724	-	942	19506	21259	21834	19216	20399	20868	21479	22985	23851	25121	26707	27216	14419	15506	15827	16343	18045	18393	19155	20399	20537	20312	21230	21673
YGL132W	VII	261580	261915	+	336	3	11	9	4	0	4	3	3	2	4	3	3	3	4	5	3	0	4	6	2	4	3	1	3
tA(AGC)G	VII	774349	774421	+	73	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
YGR169C	VII	834689	835903	-	1215	415	552	540	402	422	453	444	444	459	532	591	579	333	331	412	377	425	392	305	357	384	468	454	469
YGR063C	VII	617516	617824	-	309	431	475	514	417	482	434	478	524	526	570	584	578	391	484	435	416	433	427	435	439	399	420	462	463
YGR256W	VII	1004624	1006102	+	1479	34	27	69	65	73	77	71	64	58	85	74	79	33	37	66	80	62	64	76	74	64	70	98	89
YGL036W	VII	428601	431330	+	2730	1147	1304	1248	1485	1511	1489	952	1152	1167	1344	1415	1376	870	1063	1009	1071	1165	1290	899	937	962	1308	1378	1335
YGR192C	VII	882812	883810	-	999	295561	319840	324808	333936	360072	365579	296273	315930	321816	338507	360856	367260	173586	188489	191824	258810	279451	282855	224844	241230	245680	283271	303854	305832
YGL191W	VII	144808	145197	+	390	919	1050	909	1070	1142	1188	1069	1267	1240	1138	1231	1150	787	824	929	1215	1389	1334	1496	1593	1590	1501	1471	1660
YGR051C	VII	592906	593229	-	324	0	0	2	0	3	3	1	2	1	0	0	0	2	0	2	2	2	3	1	0	3	0	2	2
YGR013W	VII	514554	516416	+	1863	502	601	595	652	714	708	631	662	794	874	962	977	527	606	595	655	734	769	568	573	603	783	817	837
YGR123C	VII	736662	738203	-	1542	3334	3436	3720	2721	2844	2965	2398	2541	2696	2759	3032	3003	2845	3083	3005	2399	2539	2527	2400	2615	2413	2800	2998	3111
YGL209W	VII	95858	97006	+	1149	1613	1631	1658	1162	1303	1286	1334	1349	1495	1733	1977	2107	1960	1995	2170	1601	1702	1704	1195	1250	1274	1966	1966	2080
YGL163C	VII	193707	196403	-	2697	356	450	410	442	520	495	442	502	545	543	670	671	333	390	382	414	480	478	328	374	433	457	525	507
YGR296C-A	VII	1088870	1089445	-	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	1945	2052	2339	2222	2438	2418	1602	1786	1905	1595	1766	1735	1809	1996	2088	1980	2180	2214	1376	1414	1536	1694	2022	1998
YGL092W	VII	337906	341859	+	3954	3407	3780	3819	3653	3711	3975	2540	2905	2911	3583	3695	3648	2819	3002	2924	2924	3159	3265	2081	2154	2244	3146	3287	3579
YGR132C	VII	755589	756452	-	864	2817	3203	3264	3329	3398	3580	3915	4133	4308	4555	4921	5005	1964	2256	2258	2818	2939	2928	3251	3347	3371	3019	3372	3370
YGL208W	VII	97338	98585	+	1248	296	317	266	470	515	468	458	470	536	605	675	696	177	187	212	383	362	386	323	352	342	421	477	447
tL(GAG)G	VII	700675	700756	+	82	7	3	2	12	5	5	2	6	0	1	2	3	9	5	21	12	6	4	13	5	12	2	5	10
YGR059W	VII	607563	609101	+	1539	12	21	13	28	31	28	42	23	25	29	19	18	10	18	9	22	24	30	17	38	32	22	31	25
YGR114C	VII	720265	720654	-	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR128C	VII	747950	750091	-	2142	4414	4833	4897	3274	3530	3567	2830	3099	3132	3640	3836	4001	4258	4719	4745	3405	3563	3518	3365	3522	3523	3984	4387	4180
YGL246C	VII	37617	38780	-	1164	1154	1187	1178	782	843	840	890	928	903	1132	1088	1208	1009	1279	1115	796	906	874	1053	1127	1136	1083	1052	1127
YGL190C	VII	145809	147389	-	1581	1995	2113	2106	1949	2150	2163	1929	2200	2197	2214	2557	2556	1660	1739	1827	2087	2300	2201	1796	1995	1993	2114	2284	2415
YGR033C	VII	554248	554967	-	720	1336	1440	1480	1190	1443	1340	1350	1487	1530	1465	1576	1603	1165	1313	1282	1160	1444	1437	1402	1398	1451	1515	1540	1587
YGL112C	VII	298178	299728	-	1551	1593	1742	1762	1693	1827	1862	1721	1817	1841	2077	2273	2295	1569	1632	1662	1692	1816	1762	1475	1685	1796	1854	1967	2011
YGL001C	VII	495453	496502	-	1050	2264	2440	2248	2335	2399	2435	2724	2848	2751	3169	3176	3115	1495	1768	1729	2132	2183	2069	2199	2485	2549	2402	2441	2514
YGR168C	VII	833352	834482	-	1131	597	544	638	487	574	551	594	700	612	647	777	674	518	584	530	525	561	564	627	653	612	714	709	776
YGL093W	VII	334886	337639	+	2754	843	868	974	1236	1324	1444	1020	1161	1197	1198	1309	1394	673	777	732	1154	1166	1170	866	936	936	1074	1056	1067
YGR120C	VII	730033	730821	-	789	484	490	507	406	445	507	462	471	483	506	535	580	361	388	336	390	456	432	439	498	427	451	526	492
YGR027C	VII	534132	534458	-	327	22160	23629	24458	20715	22065	22549	25243	26696	26869	22997	24050	24690	16311	17791	18235	19819	21343	21258	21865	22851	23583	21876	23364	23531
YGL259W	VII	8470	8967	+	498	24	29	29	36	46	38	39	34	70	72	54	74	21	21	29	61	50	56	52	101	77	73	80	61
YGR294W	VII	1080306	1080668	+	363	26	33	29	22	25	35	41	14	27	88	60	67	35	51	48	31	43	32	20	33	28	22	26	28
YGR124W	VII	739944	741662	+	1719	15023	16091	16706	17263	18912	18753	14966	15784	16032	17910	18781	19277	12343	13189	13546	15564	16189	16418	13330	14155	13987	16781	17473	18112
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	32991	35395	35996	34169	36626	37257	33075	35298	36050	33647	35093	36310	25516	27705	27963	31007	33380	33389	29858	31819	32300	32857	35441	35550
YGL062W	VII	385196	388732	+	3537	4194	4494	4678	7628	8227	8517	5664	6227	6200	6570	6926	7166	3988	4202	4577	7790	8423	8514	5488	5780	5924	6172	6621	6823
YGR049W	VII	591314	591877	+	564	214	188	275	252	318	340	214	209	236	213	217	200	248	336	304	295	289	271	261	295	272	278	301	294
snR39	VII	365163	365251	-	89	245	217	212	190	179	211	185	215	183	192	161	173	1656	1865	1930	1488	1668	1663	2108	2233	2226	1907	1954	1869
YGR076C	VII	637104	637577	-	474	748	747	748	691	672	733	876	857	909	1057	1129	1087	452	431	475	479	534	563	600	617	585	604	681	748
YGL161C	VII	199210	200142	-	933	489	572	536	725	755	836	823	911	823	937	1001	978	435	483	479	701	713	721	671	732	671	743	889	862
YGR062C	VII	616328	617278	-	951	373	524	427	326	449	408	377	530	411	614	711	634	204	277	280	282	275	310	317	273	307	408	414	413
tV(AAC)G1	VII	412294	412367	-	74	12	8	14	17	7	12	20	18	26	6	12	7	6	8	10	14	23	11	21	20	24	6	9	15
YGL237C	VII	52731	53528	-	798	242	245	224	255	290	247	255	252	336	352	302	337	165	219	182	243	246	282	236	286	219	273	336	332
YGR024C	VII	531883	532596	-	714	1304	1446	1462	1095	1081	1131	1083	1269	1343	1309	1448	1375	1252	1243	1285	1098	1319	1190	1149	1259	1297	1164	1260	1254
YGR184C	VII	859901	865753	-	5853	4790	5211	5294	5558	5724	6077	4332	4767	4953	5657	6146	6502	4273	4867	4862	5015	5595	5543	3992	4281	4535	5489	5661	5758
YGR292W	VII	1076599	1078353	+	1755	40	44	42	63	78	85	83	105	101	92	108	84	26	34	21	70	102	88	118	95	103	137	133	157
YGR151C	VII	794655	794990	-	336	2	1	0	1	4	0	0	1	1	1	2	1	3	2	1	1	2	1	0	0	0	0	2	1
YGL034C	VII	433214	433579	-	366	17	18	9	22	14	6	15	6	9	9	12	12	21	14	27	21	25	44	21	18	24	28	22	23
YGL067W	VII	376101	377255	+	1155	1195	1254	1290	1228	1409	1384	1314	1321	1434	1523	1651	1606	428	559	532	604	690	706	703	709	788	826	806	949
YGR072W	VII	634304	635467	+	1164	384	350	444	363	405	462	376	423	414	431	488	493	345	399	362	290	344	351	319	350	321	377	431	457
YGL229C	VII	64503	66959	-	2457	435	502	510	663	757	725	781	797	807	948	1001	1020	286	317	386	691	784	725	641	742	785	734	794	754
YGR055W	VII	599417	601141	+	1725	918	930	860	1791	2156	2096	1697	1753	1819	1603	1510	1671	1430	1384	1412	2299	2627	2816	2707	2938	2865	3076	2996	3293
YGL044C	VII	416146	417036	-	891	368	366	392	381	423	400	413	465	425	496	551	579	348	448	451	399	446	510	474	477	396	490	475	544
YGL054C	VII	400871	401287	-	417	2378	2550	2575	2192	2191	2296	2376	2641	2490	2462	2445	2363	1852	2091	2112	1963	2021	1979	2027	2278	2193	2033	2158	2230
YGL119W	VII	284442	285947	+	1506	957	1074	945	714	677	864	889	963	988	1073	1189	1155	765	870	810	740	794	742	891	988	951	965	928	1053
YGR068W-A	VII	626294	626389	+	96	0	0	0	0	1	1	1	0	2	2	2	0	1	0	5	6	3	5	4	3	13	6	9	20
YGR206W	VII	910432	910737	+	306	287	307	293	288	291	333	333	332	345	355	368	341	278	297	249	311	266	293	252	361	365	315	303	342
YGR121W-A	VII	733412	733627	+	216	5	8	9	13	10	12	11	9	18	11	8	18	59	73	61	80	84	104	112	74	83	78	72	102
YGL130W	VII	266145	267524	+	1380	866	875	882	903	911	947	967	951	987	1277	1284	1281	795	802	831	983	1082	1065	869	890	950	1058	1205	1184
YGL042C	VII	418288	418593	-	306	4	0	8	8	9	6	7	7	3	7	2	4	12	6	4	13	9	10	17	12	15	8	12	13
YGR090W	VII	662358	666071	+	3714	6741	7146	7270	4942	5144	5358	3780	4012	4167	5189	5314	5447	6273	6512	6734	5230	5495	5614	4474	4529	4680	5506	5935	6088
YGR221C	VII	937124	938992	-	1869	477	545	459	385	522	509	377	486	416	409	442	560	207	258	238	266	326	280	226	254	238	311	297	290
YGR143W	VII	775193	777508	+	2316	1432	1641	1586	1651	1686	1783	1856	1941	2016	2228	2521	2527	1390	1468	1521	1681	1820	1957	1798	1935	1884	1992	2139	2168
tR(UCU)G1	VII	405470	405541	+	72	4	5	5	2	3	1	4	10	0	4	2	1	3	3	9	2	5	3	2	4	2	1	3	2
YGL218W	VII	83650	84300	+	651	0	2	0	0	0	4	2	4	0	8	8	5	4	8	3	3	5	8	6	4	15	9	4	3
YGL198W	VII	123591	124298	+	708	767	869	804	1136	1072	1093	1193	1253	1114	1239	1335	1359	480	635	656	681	785	901	819	926	945	921	975	965
YGL083W	VII	353058	355472	+	2415	507	581	580	570	643	668	424	390	415	465	551	540	374	409	444	448	432	477	369	360	394	427	544	501
tC(GCA)G	VII	707108	707179	-	72	0	0	2	0	0	0	0	2	0	0	0	0	2	0	2	2	0	1	0	0	0	0	0	0
YGR071C	VII	631481	634063	-	2583	866	1020	1021	934	828	964	844	807	905	1101	1164	1086	850	828	909	732	854	872	776	903	830	1020	1086	1076
YGR259C	VII	1012481	1012921	-	441	2	11	0	6	4	16	8	4	13	17	16	9	5	5	5	3	1	5	2	2	2	0	1	2
YGR058W	VII	606136	607143	+	1008	373	349	400	370	408	415	381	380	400	421	424	534	292	317	314	340	366	419	254	296	365	380	443	346
YGL195W	VII	131525	139543	+	8019	8379	9199	9320	10841	11414	11875	5934	6312	6630	7668	8407	8399	8562	9302	9428	9275	10208	10494	5867	6219	6479	10009	10668	10765
YGL192W	VII	142246	144048	+	1803	0	0	2	6	0	2	2	0	0	0	8	2	0	2	2	2	0	0	6	2	6	2	0	2
YGL206C	VII	102543	107504	-	4962	10798	11677	12003	13169	14612	14832	9923	10593	10830	13249	14066	14352	8789	9461	9688	11542	12705	12551	8579	9103	9438	11784	13237	13099
YGR060W	VII	610564	611493	+	930	7994	8988	8784	7463	7998	8149	7460	7831	8186	7801	8604	8561	5902	6220	6569	6402	6969	7201	6475	6865	7016	6838	6997	7397
YGL257C	VII	12481	14157	-	1677	797	844	771	826	951	795	837	992	934	957	1030	1067	661	706	720	683	702	736	647	641	697	768	798	767
YGL236C	VII	53787	55796	-	2010	1182	1241	1390	906	959	1038	822	951	914	1260	1358	1421	855	928	901	641	665	745	716	768	791	742	809	874
YGR138C	VII	763762	765606	-	1845	92	135	117	312	357	380	250	331	295	136	146	171	739	773	769	1562	1587	1773	980	1194	1090	1210	1457	1345
YGR015C	VII	521090	522076	-	987	272	252	266	276	288	295	266	312	311	288	305	306	155	195	198	240	229	223	211	252	251	204	262	277
YGL023C	VII	450197	452104	-	1908	932	1075	1019	1188	1217	1213	947	1010	1051	1132	1217	1360	755	828	872	862	989	968	670	672	710	952	1049	1010
YGL144C	VII	232450	234507	-	2058	1149	1317	1170	891	1039	973	1056	1031	1034	1043	1013	1158	956	1158	1077	908	992	1013	909	1084	1064	851	994	988
YGL071W	VII	372012	374084	+	2073	2025	2009	2038	1661	1791	1884	1635	1701	1614	1874	2134	2156	1340	1518	1564	1302	1515	1391	1002	1216	1131	1158	1357	1462
tK(CUU)G3	VII	876394	876466	+	73	2	1	4	3	0	0	1	2	2	0	0	0	3	2	6	0	3	0	5	1	1	0	4	0
YGR080W	VII	642010	643008	+	999	723	867	816	1112	1111	1162	1189	1236	1305	1586	1544	1593	616	674	677	1013	1103	1098	1113	1149	1139	1222	1376	1465
YGL116W	VII	289809	291641	+	1833	782	821	848	745	765	837	774	929	865	817	1040	1103	717	776	837	587	722	634	642	619	711	778	859	893
YGR035C	VII	557072	557422	-	351	1251	1274	1431	666	750	753	766	893	953	1187	1262	1259	702	766	846	362	335	355	297	347	326	458	473	467
YGL201C	VII	117854	120907	-	3054	2007	2158	2147	1805	2006	1984	1393	1709	1626	1875	2141	2123	1615	1861	1833	1458	1736	1609	1100	1315	1269	1639	1706	1668
YGR212W	VII	917040	918446	+	1407	300	364	399	315	309	380	331	364	362	438	435	474	303	249	325	250	351	370	338	320	396	370	363	382
YGR154C	VII	796798	797868	-	1071	178	161	176	237	217	266	233	288	276	257	291	260	285	250	264	371	414	472	382	467	487	387	432	468
YGL241W	VII	45445	48459	+	3015	1038	1308	1161	1129	1282	1360	1075	1132	1166	1257	1257	1386	1063	1155	1195	1163	1302	1322	1182	1296	1226	1085	1266	1324
YGL262W	VII	5312	5839	+	528	2	3	6	4	4	8	15	4	8	12	7	11	17	12	21	4	5	10	9	11	11	9	12	5
YGR247W	VII	984966	985685	+	720	284	346	409	447	410	462	504	553	553	548	631	645	282	286	304	462	524	524	438	486	506	504	577	528
YGR199W	VII	897502	899781	+	2280	452	538	633	694	750	763	769	693	703	610	697	684	374	413	419	462	495	533	379	475	388	481	466	592
YGL260W	VII	6860	7090	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR179C	VII	853675	854895	-	1221	480	525	513	487	542	560	565	540	634	619	690	726	414	449	490	422	502	535	438	426	496	561	589	582
YGR011W	VII	512497	512823	+	327	45	42	41	40	49	47	53	69	80	70	85	93	21	17	28	23	24	42	23	32	38	32	46	41
YGL111W	VII	299978	301369	+	1392	2235	2436	2556	1658	1821	1823	1763	1844	1940	2086	2333	2392	2252	2522	2773	1885	1943	2085	1807	1817	1844	2020	2163	2353
snR39B	VII	366374	366469	-	96	160	150	141	140	130	129	109	101	94	53	60	67	567	583	585	550	593	632	584	624	677	584	540	537
YGR073C	VII	635615	635986	-	372	49	44	50	65	57	57	54	69	39	52	64	68	38	51	53	39	50	46	51	67	60	64	62	74
YGR155W	VII	798543	800066	+	1524	20128	21629	22071	19902	21484	22480	17912	19772	19971	20209	21888	22300	17381	18776	19012	19175	21171	21112	20771	22359	22838	22800	24332	24243
YGL114W	VII	293460	295637	+	2178	463	546	562	674	591	790	451	476	528	624	640	581	399	448	466	389	419	463	353	407	445	548	487	525
YGL255W	VII	20978	22108	+	1131	1697	1934	1928	1254	1264	1370	1249	1230	1347	1510	1540	1514	2990	2959	3180	1829	1884	1902	2626	2624	2729	2339	2387	2487
YGR066C	VII	620921	621799	-	879	6	4	4	15	20	20	29	29	25	25	36	47	2	2	2	6	6	11	9	15	16	9	9	8
